question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,1,easy
There are how many allotropic forms of carbon?,,easy,"Supplementary info: Allotropes are different structural forms of the same element and can exhibit quite different physical properties and chemical behaviors. The change between allotropic forms is triggered by the same forces that affect other structures, i.e., pressure, light, and temperature.",,71,Three,Two,Four,Five,,,,,2,,,
What is the geometry of $PCl_5$,,easy,The molecular geometry of $PCl_5$ is trigonal bipyramid with symmetric electron region distribution around the central atom.,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c15_GroupVA_andVIA_elements/c15e29.PNG,71,Square Planer,Trigonal bi-pyramidal,Trigonal planer,Tetrahedral,,,,,2,,,
Acetic anhydride can be obtained by treating acetic acid with,,moderate,"As the name indicates, an acid anhydride is a compound that is related to an acid by the loss of water. Acetic anhydride can by prepared by the dehydration of acetic acid at $800\circ$C. Alternatively, the reaction between the acid chloride and a salt of acetic acid (e.g. sodium acetate) yields acetic anhydride and a salt. Both a and b are used to obtain the given compound. (fact)",,71,$P_2O_5$,$H_2SO_4$,Both a and b,$PCl_5$,,,,,3,,,
What is the formula of apatite?,,easy,Fact,,71,$Ca_3{(PO_4)}_2$,$Ca_3{(PO_4)}_3$,$Ca_5F{(PO_4)}_3$,$Ca_3F{(PO_4)}_3$,,,,,3,,,
$P_2O_5$ is a hygroscopic powder which sublimes at,,easy,Fact. The hygroscopicity of a powder is its equilibrium moisture content after being exposed to air humidity under given conditions,,71,$260^\circ$C,$360^\circ$C,$630^\circ$C,$620^\circ$C,,,,,2,,,
Phosphoric acid is a weak and its basicity is,,moderate,"The basicity of phosphoric acid, $H_3PO_4$ is 3. Basicity is the number of acidic hydrogen atoms in the molecule. For hydrogen to be acidic, it must be attached to a strongly electronegative atom such as oxygen or fluorine.",http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c15_GroupVA_andVIA_elements/34.PNG,71,1,3,0,2,,,,,2,,,
$PCl_3$ reacts with acetic acid which product is formed,,moderate,The reaction is as shown below:,,71,Acetyl chloride and phosphorous acid,Formyl chloride and phosphorous acid,Formyl chloride and phosphoric acid,Acetyl chloride and phosphoric acid,,,,,1,,,
When methanol reacts with $PCl_3$ it produces:,,moderate,The reaction is as shown below. It forms an alkyl halide at the end.,http://d15o1jx56rxevg.cloudfront.net/ecat/chemistry/c15_GroupVA_andVIA_elements/35.PNG,71,Acetyl chloride,Ethyl chloride,Methyl chloride,Phosphine,,,,,3,,,
"Among the halogens, the radioactive element is ",,moderate,"Astatine is a radioactive chemical element with the symbol At and atomic number 85. It is the rarest naturally occurring element in the Earth's crust, occurring only as the decay product of various heavier elements.",,72,Fluorine,Chlorine,Astatine,Iodine,,,,,3,,,
The color of chlorine gas is,,moderate,Fact,,72,Pale yellow,Greenish yellow,Redish brown,Greyish Black,,,,,2,,,
Van der Waals forces are stronger in: ,,moderate,"Iodine has a higher boiling point than bromine because it has a higher relative molecular mass and so more electrons than $Br_2$, so there are stronger Van der Waals' forces of attraction between the molecules. More energy is needed to break these and so iodine has a higher boiling point than bromine.",,72,$F_2$,$Cl_2$,$Br_2$,$I_2$,,,,,4,,,
The most powerful oxidizing agent among the halogens is,,moderate,"Fluorine is the most electronegative, so forming F- is the most energetically favorable of the standard reductions. This makes fluorine the most powerful oxidizing agent – it will even react with water it's that strong! Chlorine can take electrons from both bromide ions and iodide ions.",,72,$F_2$,$Cl_2$,$Br_2$,$I_2$,,,,,1,,,
Which of the following statements is incorrect about fluorine,,difficult,"The fluorine atoms follow the octet rule, because it has only 19 electrons, so it does not reach $4s^2$ shell and violates octet rule.",,72,Fluorine is restricted to -1 oxidation state,Fluorine follows octet rule and as well as extended octet rule,Fluorine has lowest dissociation energy than chlorine ,Its electron affinity is less than chlorine,,,,,2,,,
"The halogen, which reacts spontaneously with gold (Au) to form $Au^{3+}$ is",,moderate,Fact,,72,$F_2$,$Cl_2$,$Br_2$,$I_2$,,,,,2,,,
"The halogen, which reacts very slowly with other halogen salts",,moderate,Iodine reacts slow because the electrons in the outer shell move further away from the nucleus as we go down the group and the attraction force between the electrons and the nucleus become weaker and weaker. This weaker attraction in the larger atoms makes it harder to gain electron.,,72,Fluorine,Chlorine,Bromine,Iodine,,,,,4,,,
Which of the following represents the correct electronic configuration of VII A group elements in the ground state?,,easy,Group VII A contains 7 electrons in the outermost shells and thus has the mentioned configuration. ,,72,$ns^2p^2$,$ns^2p^4$,$ns^2p^5$,$ns^2p^6$,,,,,3,,,
The halogen having highest electron affinity is ,,moderate,"Although Fluorine has the highest electronegativity, Chlorine has the highest electron affinity, and this is because the considerable repulsion in the tightly packed 2p subshell of Fluorine.",,72,Fluorine,Chlorine,Bromine,Iodine,,,,,2,,,
Bromine can be liberated in KBr solution by the action of: ,,moderate,"When chlorine (as a gas or dissolved in water) is added to sodium bromide solution, the chlorine takes the place of the bromine. Because chlorine is more reactive than bromine, it displaces bromine from sodium bromide. The solution turns brown.",,72,Iodine Solution,Chlorine,NaCl,KI,,,,,2,,,
Which of the halogen has highest electronegativity?,,easy,"Fluorine is the most electronegative element because it has 5 electrons in its 2p shell. The optimal electron configuration of the 2P orbital contains 6 electrons, so since Fluorine is so close to ideal electron configuration, the electrons are held very tightly to the nucleus.",,72,Fluorine,Chlorine,Bromine,Iodine,,,,,1,,,
Which of the halogen can displace other three elements ,,easy,Fluorine being the most reactive will displace all other halogens. (reactivity decreases dwon the group).,,72,Fluorine,Chlorine,Bromine,Iodine,,,,,1,,,
Which of the following statements is incorrect about halogens,,difficult,Noble gases are inert and do not react with any element due to stable outermost shell.,,72,All are non-metals,All the halogens have electronic configuration $ns^2 p^5$,They have high electron affinity and ionization energy,All the halogens react with noble gases to form their halides,,,,,4,,,
Fluorine can react with,,moderate,"Fluorine is smaller, therefore is has a stronger positive attraction to the few electrons it has left. Fluorine is the only element that reacts with Xe because it is the most electronegative. In other words, it is the only element that is strong enough to pull electrons out of the stable xenon.",,72,Xe,Kr,Rn,All of these,,,,,1,,,
Which of the following is the weakest reducing agent,,moderate,"HF is a weak acid due to its high bond energy. In solution the halide ions act as reducing agents, the strongest ability increases down the group. HI is the strongest reducing agent. Strength of reducing agents: $HF < HCl < HBr < HI$",,72,HF,HBr,HCl,HI,,,,,1,,,
Indicate the correct statement about halogen:,,difficult,$Cl_2$ having the highest electron affinity is the strongest oxidizing agent. $I_2$ is a liquid at room temperature and thus is not volatile. $Br_2$ is less reactive than chlorine due to having a higher atomic size. $Cl_2$ being very reactive is soluble in water.,,72,$Cl_2$ is the strongest oxidizing agent,$I_2$ is a volatile solid,$Br_2$ is more reactive than $Cl_2$,$Cl_2$ is insoluble in water,,,,,1,,,
Maximum Vander Waals forces are associated with,,moderate,"Iodine has a higher boiling point than bromine because it has a higher relative molecular mass and so more electrons than $Br_2$, so there are stronger van der Waals' forces of attraction between the molecules. More energy is needed to break these and so iodine has a higher boiling point than bromine.",,72,$F_2$,$Cl_2$,$Br_2$,$I_2$,,,,,4,,,
Which halogen has the least oxidizing power?,,moderate,"In case of a nucleophilic attack on $I_2$, $I_2$ acts as an electrophile because it is a polarizable molecule and may accept electrons from the nucleophile becoming reduced therefore acting as an oxidizing agent. Therefore, having the least oxidizing power.",,72,$F_2$,$Cl_2$,$Br_2$,$I_2$,,,,,1,,,
"With the increase of atomic number of halogens, they ",,moderate,"As we go down the group, the halogens react slow because the electrons in the outer shell move further away from the nucleus as we go down the group and the attraction force between the electrons and the nucleus become weaker and weaker. This weaker attraction in the larger atoms makes it harder to gain electron.",,72,Loss the outerost electrons less readily,Gains electrons less readily,Becomes less denser,Becomes lighter in color,,,,,2,,,
A property which differs fluorine from the other halogens,,moderate,"Fluorine is smaller, therefore is has a stronger positive attraction to the few electrons it has left. Fluorine is the only element that reacts with Xe because it is the most electronegative. In other words, it is the only element that is strong enough to pull electrons out of the stable xenon. All the other properties are same.",,72,The direct combination with inert gases,Uninegative,Diatomic in nature,Configuration as $ns_2.np_5$,,,,,1,,,
Which one of the following is the weakest acid in water,,moderate,Fluorine having the highest electronegativity makes it most difficult to dissociate into electrons.,,72,HF,HCl,HBr,HI,,,,,1,,,
Which is the strongest acid?,,difficult,"With increase in oxidation number of a halogen atom, the acidic character of corresponding oxoacid increases. According to Lowry-Bronsted concept, a strong acid has weak conjugate base and a weak acid has a strong conjugate base. So, option D is the strongest acid.",,72,$HClO$,$HClO_2$,$HClO_3$,$HClO_4$,,,,,4,,,
Bleaching powder is an example of,,difficult,"fact. A mixed salt is a salt made from more than one base or acid. For e.g. sodium potassium sulphate, bleaching powder etc.",,72,Normal Salt,Double Salt,Mixed salt,Complex,,,,,3,,,
Consider the following reaction $2KCIO_3 + H_2C_2O_4 + H_2SO_4 \rightarrow K_2SO_4 + 2H_2O + 2CO_2 +$ Oxide Which oxide of chlorine is produced in the above reaction?,,moderate,"Looking at the amounts and types of elements present on both sides of the equation leaves us with 1 Cl and 2 O deficient on the left side. So, the oxide must be $ClO_2$. This gives us:
$2KCIO_3 + H_2C_2O_4 + H_2SO_4  \rightarrow K_2SO_4 + 2H_2O + 2CO_2 + ClO_2$
",,72,$Cl_2O$,$ClO_2$,$Cl_2O_6$,$Cl_2O_7$,,,,,2,,,
Which of the following oxides of iodine is used for quantitative analysis of CO?,,moderate,Fact,,72,$I_2O_4$,$I_4O_2$,$I_2O_5$,All are equally useful,,,,,3,,,
Consider the following reaction- $3Cl_2 + 6NaOH \rightarrow NaClO_3 + 5NaCl + 3H_2O$ This reaction is a:,,moderate,"Disproportionation is a chemical reaction, typically a redox reaction, where a molecule is transformed into two or more dissimilar products. In a redox reaction, the species is simultaneously oxidized and reduced to form at least two different products. Disproportionation reactions follow the form: $2A \rightarrow A' + A""$. 
Supplementary info: A displacement reaction is the one wherein the atom or a set of atoms is displaced by another atom in a molecule. For instance, when Iron is added to a copper sulphate solution, it displaces the copper metal. $A + B-C \rightarrow A-C + B$. The above equation exists when A is more reactive than B. A double displacement reaction is a type of reaction in which two reactants exchange ions to form two new compounds. Double displacement reactions typically result in the formation of a product that is a precipitate. Double displacement reactions take the form: $AB + CD \rightarrow AD + CB$. Whereas Reduction is the loss of oxygen atom from a molecule or the gaining of one or more electrons. A reduction reaction is seen from the point of view of the molecule being reduced, as when one molecule gets reduced another gets oxidized. The full reaction is known as a Redox reaction.
",,72,Displacement reaction,Double Displacement reaction,Dispropotionation reaction,Reduction reaction,,,,,3,,,
